Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
#N/A,8506,Uttar Pradesh,Moradabad,Bahjoi,Hand pump of Block office.,28.4003,78.6349,2021,7.92,480,0,201,32,8.5,0,0,175,36,20,24,5.1,0.38,31,,
#N/A,8507,Uttar Pradesh,Moradabad,Baniakhera,Hand pump of Block office.,28.4618,78.7831,2021,7.93,690,0,256,57,43,57,0,190,52,14,79,4.7,0.3,26,,
#N/A,8508,Uttar Pradesh,Moradabad,Bilari,Hand pump in front of block,28.6096,78.7983,2021,7.94,723,0,262,43,40,27,0,185,64,6,81,6.8,0.38,26,,
#N/A,8509,Uttar Pradesh,Moradabad,Deengarpur,Hand pump  Of block office.,28.6866,78.7879,2021,7.94,582,0,220,25,51,0,0,175,44,16,49,9,0,27,,
#N/A,8510,Uttar Pradesh,Moradabad,Moradabad,Hand pump  Of block office.,28.855,78.7698,2021,8,398,0,207,14,0,0,0,135,20,20,32,5.4,0.2,25,,
#N/A,8511,Uttar Pradesh,Moradabad,Chhajlet,Hand pump in front of block,28.9867,78.6333,2021,7.87,340,0,177,18,8.7,0,0,130,48,2,20,2.7,0.18,29,,
#N/A,8512,Uttar Pradesh,Moradabad,Asmoli,Hand pump  Of block office.,28.6835,78.551,2021,7.98,394,0,159,14,62,0,0,160,32,19,23,4.5,0,28,,
#N/A,8513,Uttar Pradesh,Muzaffarnagar,Kandhala,in Block Office,29.5442,77.2741,2021,8.06,505,0,207,14,31,0,0,200,36,26,4,24,1.1,24,,
#N/A,8514,Uttar Pradesh,Muzaffarnagar,Kairana,in Block Office,29.6683,77.2165,2021,7.84,958,0,415,50,38,23,0,380,36,70,5,29,0.61,29,,
#N/A,8515,Uttar Pradesh,Muzaffarnagar,Bhaghara,in Block Office,29.4675,77.5739,2021,8.11,596,0,268,14,27,0,0,230,40,31,4,30,0.18,30,,
#N/A,8516,Uttar Pradesh,Muzaffarnagar,Budhana,in Block Office,29.2897,77.4722,2021,8.08,1010,0,427,78,34,57,0,385,84,42,46,5.9,0.44,32,,
#N/A,8517,Uttar Pradesh,Muzaffarnagar,Charthawal,in Block Office,29.5458,77.5856,2021,7.63,1701,0,378,234,169,54,0,590,116,72,83,7.4,0,32,,
#N/A,8518,Uttar Pradesh,Muzaffarnagar,Jansath,in Block Office,29.3303,77.8558,2021,7.87,598,0,305,7.1,18,0,0,240,52,26,12,5.6,0.29,31,,
#N/A,8519,Uttar Pradesh,Muzaffarnagar,Khatauli,in Block Office,29.2669,77.7292,2021,7.74,876,0,342,71,38,0,0,330,56,46,32,6.5,0,29,,
#N/A,8520,Uttar Pradesh,Muzaffarnagar,Morna,in Block Office,29.4689,77.945,2021,7.86,610,0,244,21,35,22,0,255,60,25,9,3.4,0,29,,
#N/A,8521,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,in Block Office,29.4625,77.7219,2021,8.45,525,24,201,14,19,0,0,230,40,31,10,3.7,0.81,27,,
#N/A,8522,Uttar Pradesh,Muzaffarnagar,Purkaji,in Block Office,29.6492,77.8389,2021,8.47,612,48,195,14,23,0,0,250,76,14,9,4.1,0.17,27,,
#N/A,8523,Uttar Pradesh,Muzaffarnagar,Shahpur,in Block Office,29.3514,77.5517,2021,7.92,654,0,342,7.1,12,0,0,250,48,31,17,4.2,0.59,28,,
#N/A,8524,Uttar Pradesh,Muzaffarnagar,Shamli,in Block Office,29.4592,77.3131,2021,8.12,604,0,220,28,45,0,0,250,52,29,14,4.1,0.98,23,,
#N/A,8525,Uttar Pradesh,Muzaffarnagar,Thana Bhawan,in Block Office,29.5914,77.4256,2021,7.94,609,0,299,14,0,0,0,225,32,35,5,28,0.73,28,,
#N/A,8526,Uttar Pradesh,Muzaffarnagar,UN,in Block Office,29.5783,77.2456,2021,8,755,0,354,43,14,0,0,295,72,28,4,29,0.72,29,,
#N/A,8527,Uttar Pradesh,Pilibhit,Amaria,Block Development Office (BD,28.7497,79.7281,2021,8.12,388,0,195,14,15,0,0,125,36,8,31,3.1,0.55,23,,
#N/A,8528,Uttar Pradesh,Pilibhit,Bar khera,Block Development Office (BD,28.4551,79.8067,2021,7.81,451,0,232,21,13,0.65,0,185,48,16,21,4,0.39,27,,
#N/A,8529,Uttar Pradesh,Pilibhit,Bilsanda,Block Development Office (BD,28.2456,79.9411,2021,7.9,434,0,244,14,3.7,0,0,190,52,14,14,4.7,0.48,31,,
#N/A,8530,Uttar Pradesh,Pilibhit,Bisalpur,Block Development Office (BD,28.2872,79.8151,2021,7.95,386,0,195,14,34,0,0,145,40,11,28,4,0.35,22,,
#N/A,8531,Uttar Pradesh,Pilibhit,Lalauri Khera,Block Development Office (BD,28.6087,79.7567,2021,8.2,429,0,207,43,3.5,0,0,180,20,31,24,4.6,0.33,3,,
#N/A,8532,Uttar Pradesh,Pilibhit,Marori,Block Development Office (BD,28.6327,79.819,2021,8.17,456,0,268,21,2,0,0,180,44,17,30,3.9,0.37,31,,
#N/A,8533,Uttar Pradesh,Pilibhit,Puranpur,Block Development Office (BD,28.5085,80.1506,2021,7.95,304,0,189,7.1,2.1,0,0,140,36,12,11,2.9,0.4,28,,
#N/A,8534,Uttar Pradesh,Pratapgarh,Aspur- Deosara,Block office,25.9713,82.3178,2021,8.19,546,0,329,7.1,2.7,0.6,0,160,12,31,56,3.6,0.66,26,,
#N/A,8535,Uttar Pradesh,Pratapgarh,Baba Bekhernath,Block office,25.9072,82.0999,2021,8.57,1526,42,708,57,87,6.1,0,160,8,34,271,3.6,1.3,22,,
#N/A,8536,Uttar Pradesh,Pratapgarh,Babaganj,Block office,25.8517,81.553,2021,8.1,773,0,403,28,16,20,0,190,36,24,96,4.9,0.7,23,,
#N/A,8537,Uttar Pradesh,Pratapgarh,Bihar,Block office,25.7595,81.6993,2021,8.1,800,0,403,21,64,3.7,0,310,32,55,53,7.4,0.93,23,,
#N/A,8538,Uttar Pradesh,Pratapgarh,Gaura,Block office,25.7456,82.1056,2021,7.98,596,0,378,14,1.6,0.91,0,220,16,43,49,5.2,1.1,24,,
#N/A,8539,Uttar Pradesh,Pratapgarh,Kalanker,Block office,25.8017,81.3692,2021,7.9,658,0,390,7.1,26,2.1,0,200,32,29,72,2.8,0.96,16,,
#N/A,8540,Uttar Pradesh,Pratapgarh,Kunda,Block office,25.7205,81.5147,2021,7.8,1135,0,512,92,30,1.5,0,320,12,70,118,4.7,0.48,23,,
#N/A,8541,Uttar Pradesh,Pratapgarh,Lakshmanpur,Block office,25.8959,81.759,2021,8.2,611,0,390,7.1,1.6,0.7,0,180,12,36,65,5,0.77,24,,
#N/A,8542,Uttar Pradesh,Pratapgarh,Lalganj,Block office,25.932,81.6965,2021,8.2,892,0,561,14,5.4,1,0,150,12,29,154,1.8,0.94,21,,
#N/A,8543,Uttar Pradesh,Pratapgarh,Mandhata,Block office,25.8016,81.8571,2021,8.58,492,84,110,7.1,10,0.5,0,150,16,26,46,2.8,0.73,25,,
#N/A,8544,Uttar Pradesh,Pratapgarh,Mangraura,Block office,26.0424,82.0224,2021,8.45,437,78,134,7.1,3.2,2.5,0,175,12,35,35,4.4,0.37,28,,
#N/A,8545,Uttar Pradesh,Pratapgarh,Patti,Block office,25.9224,82.1983,2021,8.14,710,0,354,43,18,5.4,0,250,40,36,54,5.8,0.28,29,,
#N/A,8546,Uttar Pradesh,Pratapgarh,Pratapgarh Sadar,Block office,25.9078,81.98,2021,8.42,670,12,305,50,7.7,5,0,290,12,62,58,8,1.2,25,,
#N/A,8547,Uttar Pradesh,Pratapgarh,Rampur- Sangramg,Block office,25.8887,81.5539,2021,7.87,1270,0,586,28,36,1.4,0,90,8,17,216,2,0.83,17,,
#N/A,8548,Uttar Pradesh,Pratapgarh,Sandwa- Chandrik,Block office,26.0377,81.8838,2021,8.41,616,12,220,21,33,17,0,230,20,31,42,4.8,0.96,23,,
#N/A,8549,Uttar Pradesh,Pratapgarh,Sangaipur,Block office,26.0554,81.6545,2021,8.62,2029,24,1061,43,70,2,0,160,20,26,404,5.3,0.57,20,,
#N/A,8550,Uttar Pradesh,Pratapgarh,Shivgarh,Block office,25.8117,82.0896,2021,8.15,544,0,317,14,4.4,4,0,230,20,43,24,4.7,0.76,27,,
#N/A,8551,Uttar Pradesh,Prayagraj,Bahadurpur,Inside block office,25.4164,82.0233,2021,7.64,396,0,159,43,10,0,0,170,40,17,12,2.2,0.82,31,,
#N/A,8552,Uttar Pradesh,Prayagraj,Bahera,Inside block office,25.1624,82.0034,2021,7.89,612,0,329,35,18,0,0,180,20,31,70,4.1,0.76,26,,
#N/A,8553,Uttar Pradesh,Prayagraj,Chaka,Inside block office,25.3852,81.8409,2021,7.8,646,0,293,50,12,23,0,210,36,29,57.5,2.9,0.51,29,,
#N/A,8554,Uttar Pradesh,Prayagraj,Dhanpur,Inside block office,25.4211,87.2724,2021,7.52,580,0,329,14,5.7,8.2,0,225,44,28,34,2.7,0.14,33,,
#N/A,8555,Uttar Pradesh,Prayagraj,Handa,Inside block office,25.3613,82.188,2021,7.8,1034,0,512,50,64,6.6,0,370,56,55,87,3.1,1.5,21,,
#N/A,8556,Uttar Pradesh,Prayagraj,Holagarh,Inside block office,25.6361,81.7832,2021,7.69,809,0,390,35,31,20,0,220,40,29,86,6,0.91,27,,
#N/A,8557,Uttar Pradesh,Prayagraj,Jasra,Inside block office,25.2828,81.788,2021,7.87,1419,0,598,99,78,6.1,0,230,20,43,224,2.2,0.51,21,,
#N/A,8558,Uttar Pradesh,Prayagraj,Karchana,Inside block office,25.2881,81.9325,2021,7.57,565,0,281,35,12,9,0,225,40,30,34,1.5,0.76,27,,
#N/A,8559,Uttar Pradesh,Prayagraj,Kaundhiyara,Inside block office,25.2125,81.8295,2021,7.82,544,0,299,28,10,6.4,0,200,32,29,44,2,0.48,25,,
#N/A,8560,Uttar Pradesh,Prayagraj,Kaurihar,Inside block office,25.5543,81.7565,2021,7.74,803,0,342,64,7,36,0,280,36,46,56,4,0.6,28,,
#N/A,8561,Uttar Pradesh,Prayagraj,Koran,Outside block office,25.001,82.065,2021,7.68,1069,0,390,128,37,2,0,280,36,46,100,1.6,0.51,33,,
#N/A,8562,Uttar Pradesh,Prayagraj,Manda,Outside block office,25.0992,82.2602,2021,7.56,700,0,232,57,22,96,0,155,56,4,98,2,0.16,26,,
#N/A,8563,Uttar Pradesh,Prayagraj,Mau-Aima,Inside block office,25.6936,81.9087,2021,7.9,659,0,403,14,5.2,0,0,160,16,29,91,2,0.5,19,,
#N/A,8564,Uttar Pradesh,Prayagraj,Meja,Inside block office,25.1439,82.1017,2021,7.8,882,0,268,121,50,46,0,225,12,47,118,0.62,0.22,22,,
#N/A,8565,Uttar Pradesh,Prayagraj,Phoolpur,Outside block office,25.546,82.081,2021,7.77,626,0,329,28,14,2,0,160,24,24,76,3.2,0.77,24,,
#N/A,8566,Uttar Pradesh,Prayagraj,Pratappur,Inside block office,25.5215,82.1602,2021,7.71,1438,0,769,71,29,2.4,0,220,16,43,247,7,0.5,29,,
#N/A,8567,Uttar Pradesh,Prayagraj,Saidabad,Inside block office,25.3719,82.115,2021,7.98,745,0,451,21,5.1,0,0,230,44,29,80,2.3,1.1,23,,
#N/A,8568,Uttar Pradesh,Prayagraj,Shankargarh,At a distanceof 1 km. from bloc,25.1862,81.6228,2021,7.5,1289,0,311,206,64,34,0,380,56,58,110,17,0.28,13,,
#N/A,8569,Uttar Pradesh,Prayagraj,Soraon,Inside block office,25.6078,81.8533,2021,7.97,705,0,342,43,17,18,0,205,28,32,76,3.9,0.88,24,,
#N/A,8570,Uttar Pradesh,Prayagraj,Urwa,Inside block office,25.1957,82.1295,2021,7.49,871,0,293,135,27,8,0,295,64,32,77,3.2,0.02,33,,
#N/A,8571,Uttar Pradesh,Raibareli,Amawan,In the compound of block office,26.2827,81.3077,2021,8.21,463,0,317,21,2.5,0.5,0,200,13,41,39,5.7,0.43,23,,
#N/A,8572,Uttar Pradesh,Raibareli,Bachharawan,In the block office behind meeti,26.4684,81.112,2021,8.18,451,0,256,14,3.8,1.2,0,160,13,31,33,4.7,0.4,28,,
#N/A,8573,Uttar Pradesh,Raibareli,Bahadurpur,In the block office compound a,26.2665,81.5179,2021,7.74,745,0,366,57,3.8,7.5,0,320,55,46,30,4.2,0.62,29,,
#N/A,8574,Uttar Pradesh,Raibareli,Chhatoh,Himanshu Book Depo & Cosm,26.1597,81.5184,2021,7.82,1380,0,464,50,253,1.5,0,530,59,94,84,5.7,0.79,26,,
#N/A,8575,Uttar Pradesh,Raibareli,Chhatoh,In side block office near shakarj,26.1595,81.5208,2021,8.12,1428,0,561,53,207,0,0,590,29,125,72,6.1,1.3,22,,
#N/A,8576,Uttar Pradesh,Raibareli,Chhatoh,Government Vetenary Hospital,26.1594,81.5219,2021,7.64,794,0,378,28,78,2.5,0,340,55,50,42,3.4,0.36,27,,
#N/A,8577,Uttar Pradesh,Raibareli,Dalmau,in side block office behind the o,26.0796,81.0508,2021,8.03,569,0,293,50,14,0.9,0,240,29,41,38,3,0.36,29,,
#N/A,8578,Uttar Pradesh,Raibareli,Deeh,Inside block office infront of resi,26.1373,81.402,2021,7.84,949,0,342,78,101,5.8,0,350,34,65,64,6.9,0.25,28,,
#N/A,8579,Uttar Pradesh,Raibareli,Dinshahgaura,Block office,26.0485,81.1773,2021,7.83,616,0,268,43,21,11,0,230,38,34,35,5.1,0.39,30,,
#N/A,8580,Uttar Pradesh,Raibareli,Harichandpur,IN side block office near reside,26.3447,81.1618,2021,8.04,798,0,195,85,83,43,0,280,21,55,53,4.1,0,30,,
#N/A,8581,Uttar Pradesh,Raibareli,Jagatpur,In side block office behind the o,26.0542,81.2595,2021,8.26,431,0,268,14,2.3,0,0,160,13,31,35,4.8,0.57,26,,
#N/A,8582,Uttar Pradesh,Raibareli,Kheron,In side the block office adjacent,26.2917,80.9276,2021,7.66,696,0,317,57,9,4.4,0,240,46,31,46,7.9,0.11,20,,
#N/A,8583,Uttar Pradesh,Raibareli,Lalganj,Near Lalganj Railway Crossing,26.1705,80.9758,2021,8.05,2517,0,878,220,210,3.5,0,1005,34,222,111,4.6,1.4,21,,
#N/A,8584,Uttar Pradesh,Raibareli,Lalganj,Opposite Rajkiya English Mediu,26.1674,80.9791,2021,7.96,1345,0,378,170,72,26,0,490,21,106,69,5.6,0.72,23,,
#N/A,8585,Uttar Pradesh,Raibareli,Lalganj,Govindpur Valauli Near trivedi T,26.1675,80.9839,2021,8.03,430,0,244,14,25,1,0,230,38,34,6,2.8,1.3,23,,
#N/A,8586,Uttar Pradesh,Raibareli,Maharajganj,In side block office near residen,26.3847,81.2744,2021,7.76,818,0,403,35,52,7.5,0,280,42,43,71,5.2,0.36,30,,
#N/A,8587,Uttar Pradesh,Raibareli,Rahi,In side block office back side of,26.2143,81.2466,2021,8.25,662,0,268,57,34,7.9,0,210,13,43,57,3.4,0.17,29,,
#N/A,8588,Uttar Pradesh,Raibareli,Rohnia,In side block office behind B.D.,25.964,81.393,2021,7.85,406,0,232,14,15,0,0,180,34,24,20,4.1,0.08,30,,
#N/A,8589,Uttar Pradesh,Raibareli,Salon,In the block office opp.pradhan,26.0227,81.4643,2021,8.22,492,0,281,28,14,12,0,200,17,38,39,4.7,0.52,29,,
#N/A,8590,Uttar Pradesh,Raibareli,Sareni,"In the block office,adjacent to v",26.1546,80.8282,2021,8.18,900,0,427,35,35,0,0,350,46,58,37,4.2,0.26,24,,
#N/A,8591,Uttar Pradesh,Raibareli,Sartawan,Block office,26.2709,81.0933,2021,7.75,1029,0,451,60,43,0.9,0,340,25,67,70,6.5,0.83,23,,
#N/A,8592,Uttar Pradesh,Raibareli,Sheogarh,Block office,26.5435,81.2241,2021,8.01,626,0,390,21,6.4,0,0,220,42,29,61,5.2,0.85,26,,
#N/A,8593,Uttar Pradesh,Raibareli,Singhpur,"In the block office compound,a",26.4863,81.4452,2021,7.91,464,0,256,14,10,0,0,190,29,29,19,5.7,0.96,29,,
#N/A,8594,Uttar Pradesh,Raibareli,Tiloee,In side block office adjacent to,26.3929,81.4708,2021,7.93,1572,0,427,191,115,18,0,380,38,70,169,7.9,0.97,28,,
#N/A,8595,Uttar Pradesh,Raibareli,Unchahar,"Jila Sahkari Bank Ltd, Unchaha",25.904,81.2959,2021,8.47,901,12,323,78,50,6.5,0,230,8.4,50,99,6.2,0.87,26,,
#N/A,8596,Uttar Pradesh,Raibareli,Unchahar,Block office,25.8987,81.2977,2021,8.55,1001,30,378,85,40,3.4,0,230,8.4,50,109,6,0.79,28,,
#N/A,8597,Uttar Pradesh,Raibareli,Unchahar,"Rajkiya Krishi Bij Bhandar, Unc",25.8965,81.2985,2021,8.28,449,0,244,28,6.9,0.94,0,160,8.4,34,37,4.3,1,28,,
#N/A,8598,Uttar Pradesh,Rampur,Milak,Hand pump of CHC.,28.6129,79.1681,2021,7.85,890,0,403,36,72,5,0,310,40,50,74,15,0.26,21,,
#N/A,8599,Uttar Pradesh,Rampur,Shahbad,Hand pump of Block office.,28.5632,79.0111,2021,7.87,1047,0,293,85,87,34,0,350,88,31,73,6.2,0.29,23,,
#N/A,8600,Uttar Pradesh,Rampur,Chamraua,Hand pump of Block office.,28.7712,79.0372,2021,7.85,465,0,207,21,43,0,0,205,44,23,22,2.9,0.18,26,,
#N/A,8601,Uttar Pradesh,Rampur,Bilaspur,Hand pump of Block office.,28.8871,79.2621,2021,7.95,582,0,305,14,34,0,0,235,36,35,38,1.4,0.32,25,,
#N/A,8602,Uttar Pradesh,Rampur,Swar,Hand pump of Block office.,29.0328,79.0594,2021,7.97,558,0,293,14,43,0,0,235,52,25,26,1.8,0.21,27,,
#N/A,8603,Uttar Pradesh,Rampur,Saidnagar,Hand pump of Block office.,28.8939,78.975,2021,7.92,352,0,201,14,6,0,0,155,52,6,11,1.5,0.14,28,,
#N/A,8604,Uttar Pradesh,Saharanpur,Nanauta,in Block Office,29.8081,77.4356,2021,8.22,597,0,281,7.1,25,0,0,220,36,31,18,5.5,0.54,25,,
#N/A,8605,Uttar Pradesh,Saharanpur,Nakur,in Block Office,29.9181,77.3017,2021,8.21,1232,0,390,85,68,73,0,410,80,50,80,6.8,0,28,,
#N/A,8606,Uttar Pradesh,Saharanpur,Nagal,in Block Office,29.8422,77.6294,2021,8.22,582,0,293,11,0,0,0,220,56,19,18,3.2,0.33,29,,
#N/A,8607,Uttar Pradesh,Saharanpur,Puwarka,in Block Office,29.9822,77.5772,2021,8.23,662,0,342,7.1,5.4,0,0,240,44,31,31,4.2,0.16,27,,
#N/A,8608,Uttar Pradesh,Saharanpur,Rampur,in Block Office,29.8083,77.4569,2021,7.79,555,0,256,14,29,0,0,220,40,29,12,5.7,0.47,28,,
#N/A,8609,Uttar Pradesh,Saharanpur,Sadauli Qudim,in Block Office,30.2011,77.5764,2021,7.7,967,0,110,156,38,89,0,380,84,41,21,2.2,0.1,26,,
#N/A,8610,Uttar Pradesh,Saharanpur,Sarsawa,in Block Office,30.0117,77.3992,2021,7.69,927,0,378,43,37,0,0,340,36,60,35,7.4,0,26,,
#N/A,8611,Uttar Pradesh,Saharanpur,Deoband,in Block Office,29.6875,77.6822,2021,7.83,727,0,317,21,30,0,0,300,60,36,9,15,0.53,28,,
#N/A,8612,Uttar Pradesh,Saharanpur,Baliakheri,in Block Office,29.9331,77.5403,2021,8,590,0,281,28,28,0,0,230,40,31,19,5.4,0.55,22,,
#N/A,8613,Uttar Pradesh,Saharanpur,Gangoh,in Block Office,29.7842,77.2603,2021,7.99,729,0,305,43,23,0,0,280,44,41,5,28,0.42,28,,
#N/A,8614,Uttar Pradesh,Saharanpur,Muzafarabad,in Block Office,30.1175,77.7128,2021,8.13,530,0,244,14,12,11,0,230,36,34,0,23,0,23,,
#N/A,8615,Uttar Pradesh,Sant Kabir Nagar,Bagholi,Block Office,26.8312,83.0563,2021,7.98,600,0,323,28,7.1,7.3,0,290,64,32,15,1.2,0,27,,
#N/A,8616,Uttar Pradesh,Sant Kabir Nagar,Belhar Kalan,Block Office,26.9839,83.0053,2021,8.13,320,0,195,11,0,0,0,130,36,10,18,2.2,0,32,,
#N/A,8617,Uttar Pradesh,Sant Kabir Nagar,Hessar Bazar,Block Office,26.5454,83.0235,2021,7.89,500,0,281,25,15,0,0,270,36,44,7.7,2.1,0.12,29,,
#N/A,8618,Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Block Office,26.7596,83.0836,2021,7.69,1000,0,451,99,45,20,0,470,84,63,48,2.8,0,36,,
#N/A,8619,Uttar Pradesh,Sant Kabir Nagar,Mehdawal,Block Office,26.9751,83.15,2021,8.16,500,0,232,50,18,0,0,210,20,39,35,2.6,0,35,,
#N/A,8620,Uttar Pradesh,Sant Kabir Nagar,Nnath Nagar,Block Office,26.6612,83.0383,2021,7.89,550,0,354,14,0,0,0,200,48,19,56,1.2,0,31,,
#N/A,8621,Uttar Pradesh,Sant Kabir Nagar,Poli,Block Office,26.5858,82.9019,2021,8.39,530,36,232,36,0,0,0,290,92,15,7.5,2.6,0,26,,
#N/A,8622,Uttar Pradesh,Sant Kabir Nagar,Santha,Block Office,27.0086,83.011,2021,7.91,415,0,220,28,12,0,0,210,52,19,6.7,1.2,0,26,,
#N/A,8623,Uttar Pradesh,Sant Kabir Nagar,Semariyawan,Block Office,26.8789,82.8961,2021,7.62,300,0,159,21,7.2,0,0.61,150,44,10,7.6,4.4,0,11,,
#N/A,8624,Uttar Pradesh,Sant Ravidas Nagar,Abholi,Beside block office (South side),25.4464,82.3683,2021,8.32,532,18,244,14,31,12,0,160,12,31,80,5.8,0.46,31,,
#N/A,8625,Uttar Pradesh,Sant Ravidas Nagar,Aurai,In primise of block office,25.2597,82.5539,2021,7.94,321,0,122,35,12,11,0,110,24,12,29,1.4,0.19,27,,
#N/A,8626,Uttar Pradesh,Sant Ravidas Nagar,Bhadohi,In primise of CHC Bhadohi,25.3953,82.5642,2021,7.93,510,0,220,35,38,4.1,0,150,32,17,61,3.7,0.68,14,,
#N/A,8627,Uttar Pradesh,Sant Ravidas Nagar,Deegh,In primise of block office,25.2972,82.3039,2021,7.81,636,0,378,21,21,17,0,300,32,53,41,1,1.1,22,,
#N/A,8628,Uttar Pradesh,Sant Ravidas Nagar,Gyanpur,In primise of Reserve Police Lin,26.3344,82.4708,2021,7.81,667,0,403,28,5.3,0.41,0,270,28,48,63,5.1,0.59,26,,
#N/A,8629,Uttar Pradesh,Sant Ravidas Nagar,Suriyawan,In primise of block office,25.4608,82.4269,2021,8.22,585,0,220,57,37,16,0,180,12,36,71,2.4,0.14,32,,
#N/A,8630,Uttar Pradesh,Shahjahanpur,Banda,Block Development Office (BD,28.2429,80.1073,2021,7.81,454,0,207,35,27,0,0,200,80,0,20,5.7,0.17,33,,
#N/A,8631,Uttar Pradesh,Shahjahanpur,Bhawal Khera,Block Development Office (BD,27.8394,79.9199,2021,7.63,1420,0,464,163,79,19,0,490,36,96,100,3,0.02,36,,
#N/A,8632,Uttar Pradesh,Shahjahanpur,Dadraul,Block Development Office (BD,27.8367,79.8701,2021,8.2,595,0,268,28,32,0.53,0,115,36,6,82,3,0.3,32,,
#N/A,8633,Uttar Pradesh,Shahjahanpur,Jaitipur,Block Development Office (BD,27.9939,79.5705,2021,8.2,344,0,214,7.1,4,0,0,110,8,22,35,3.2,0.34,33,,
#N/A,8634,Uttar Pradesh,Shahjahanpur,Jalalabad,Block Development Office (BD,27.7222,79.6649,2021,7.9,342,0,207,7.1,4.8,0,0,140,52,2,18,3.3,0.37,33,,
#N/A,8635,Uttar Pradesh,Shahjahanpur,Kalan,Block Development Office (BD,27.7033,79.4455,2021,7.87,718,0,305,43,55,0.65,0,170,56,7,87,3.8,0.33,35,,
#N/A,8636,Uttar Pradesh,Shahjahanpur,Kanth,Block Development Office (BD,27.8036,79.7894,2021,7.9,535,0,214,28,74,0,0,230,32,36,27,4.8,0.34,29,,
#N/A,8637,Uttar Pradesh,Shahjahanpur,Katra,Block Development Office (BD,28.1433,79.7103,2021,8.23,500,0,214,35,41,0,0,130,28,14,60,5.8,0.33,33,,
#N/A,8638,Uttar Pradesh,Shahjahanpur,Khutar,"Rajkiya Pashuchikitshalaya, Kh",28.2082,80.2698,2021,7.75,767,0,317,78,31,0.86,0,270,20,53,57,7.9,0.27,28,,
#N/A,8639,Uttar Pradesh,Shahjahanpur,Madanapur,Block Development Office (BD,27.8649,79.6776,2021,8.3,795,0,244,110,61,0.62,0,170,20,29,109,7.8,0.44,28,,
#N/A,8640,Uttar Pradesh,Shahjahanpur,Mirzapur,Block Development Office (BD,27.6705,79.548,2021,8.08,679,0,390,21,22,2.5,0,115,24,13,117,4,1.2,29,,
#N/A,8641,Uttar Pradesh,Shahjahanpur,Nigohi,Block Development Office (BD,28.1029,79.8653,2021,8.06,503,0,275,14,12,6.9,0,230,16,46,12,8.6,0.31,32,,
#N/A,8642,Uttar Pradesh,Shahjahanpur,Puyawan,Block Development Office (BD,28.0684,80.099,2021,7.55,519,0,244,43,8.6,0,0,210,32,31,23,7,0.22,34,,
#N/A,8643,Uttar Pradesh,Shahjahanpur,Sindhauli,Block Development Office (BD,27.9704,79.9742,2021,7.7,999,0,451,92,13,6,0,315,24,61,92,3.6,0.26,37,,
#N/A,8644,Uttar Pradesh,Shahjahanpur,Tilhar,Block Development Office (BD,27.963,79.7311,2021,7.93,375,0,183,18,18,0,0,120,20,17,29,8.5,0.27,32,,
#N/A,8645,Uttar Pradesh,Shrawasti,Hariharpur Rani H.Q.,Hariharpur Rani,27.74,81.8322,2021,8.35,605,18,262,21,0,0,0,200,20,36,34,1.9,0.15,26,,
#N/A,8646,Uttar Pradesh,Shrawasti,Sirsiya H.Q.,Sirsiya,27.7981,82.09,2021,8.21,825,0,451,14,0,0,0,280,16,58,45,0,0.21,22,,
#N/A,8647,Uttar Pradesh,Shrawasti,Ikauna H.Q.,Ikauna,27.5275,81.9678,2021,8.28,1044,0,342,149,6.7,0,0,260,24,48,99,4.6,0.48,13,,
#N/A,8648,Uttar Pradesh,Shrawasti,Gilaula H.Q.,Gilaula,27.5461,81.7975,2021,8.08,485,0,232,18,6.8,0,0,220,44,26,6,1.8,0,25,,
#N/A,8649,Uttar Pradesh,Siddharth Nagar,Bhanwapur H.Q.,Bhanwapur,27.2633,82.6453,2021,8.15,690,0,329,28,9,0,0,300,76,26,11,2.6,0.8,30,,
#N/A,8650,Uttar Pradesh,Siddharth Nagar,Dumariyaganj H.Q.,Dumariyaganj,27.1942,82.6517,2021,7.79,1192,0,488,71,63,28,0,390,56,60,69,2.5,0.65,21,,
#N/A,8651,Uttar Pradesh,Siddharth Nagar,Shohratgarh H.Q.,Shohratgarh,27.3817,82.955,2021,8.28,454,0,226,14,5.9,0,0,200,20,36,10,1.7,0.77,27,,
#N/A,8652,Uttar Pradesh,Siddharth Nagar,Lotan H.Q.,Lotan,27.29,83.2417,2021,8.13,672,0,342,18,0,0,0,240,44,31,33,1.5,0.79,31,,
#N/A,8653,Uttar Pradesh,Siddharth Nagar,Uska bazar H.Q.,Uska bazar,27.1956,83.1153,2021,7.8,757,0,390,14,7,0,0,310,60,38,27,3.4,0.51,36,,
#N/A,8654,Uttar Pradesh,Siddharth Nagar,Khuniyaw H.Q.,Khuniyaw,27.2789,82.7567,2021,7.72,279,0,128,7.1,11,0,0,110,20,14,3,9.5,0.8,16,,
#N/A,8655,Uttar Pradesh,Siddharth Nagar,Mithawal H.Q.,Mithawal,27.1639,82.9156,2021,7.95,560,0,293,14,0,0,0,235,56,23,8,1.4,0.49,26,,
