Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W241837092093401,5376,Tripura,North Tripura,Panisagar,Deocherra,24.3102778,92.15972222,2021,7.29,155.7,0,24.42,35.45,6.79,6.2,,50,8.01,7.28,9.52,4,0.2,,82.37,
W233416091232601,5377,Tripura,Sepahijala,Nalchar,Rajib Nagar,23.5711806,91.39055556,2021,7.28,50.57,0,18.31,10.635,2.2,0.95,,25,6,2.42,3.75,3.13,0.25,,24.83,
W280057081240201,5378,Uttar Pradesh,Bahraich,Mihipurwa,Mihipurwa,28.0256,81.3836,2021,8.16,725,0,378,14,0,0,0,310,76,29,9,1.8,0.87,30,,
W272118081400001,5379,Uttar Pradesh,Bahraich,Huzurpur,Huzurpur,27.3528,81.6658,2021,7.82,603,0,311,14,0,0,0,250,52,29,15,3.5,0,27,,
W193819084255201,5380,Uttar Pradesh,Balrampur,Balrampur H.Q.,Balrampur,27.4286,82.1711,2021,7.61,536,0,305,21,7.8,0,0,250,68,19,14,2.7,0.25,32,,
W272500082100002,5381,Uttar Pradesh,Balrampur,Utraula,Utraula,27.3214,82.4075,2021,8.04,487,0,256,21,0,0,0,190,40,22,14,4.2,0,29,,
W273118082400001,5382,Uttar Pradesh,Balrampur,Pachperwa H.Q.,Pachperwa,27.5272,82.6303,2021,8.3,797,0,500,14,0,0,0,280,20,55,74,0,0,24,,
W273215082321501,5383,Uttar Pradesh,Balrampur,Gainsari H.Q.,Gainsari,27.5294,82.5475,2021,8.13,544,0,171,71,11,0,0,220,44,26,16,2.3,0.58,23,,
W270130082390001,5384,Uttar Pradesh,Basti,Rudauli H.Q.,Rudauli,27.0275,82.8153,2021,7.93,2840,0,952,227,271,0,0,340,28,65,456,0,1.5,26,,
W114909093023001,5385,Uttar Pradesh,Basti,Ramnagar H.Q.,Ramnagar,27.0606,82.6556,2021,8.19,650,0,329,14,5.9,0,0,230,28,38,30,3,0.66,32,,
W232500088270001,5386,Uttar Pradesh,Basti,Bahadurpur H.Q.,Bahadurpur,26.6883,82.6881,2021,8,685,0,342,21,0,0,0,240,44,31,33,2.6,0.63,30,,
W270200082150001,5387,Uttar Pradesh,Gonda,Mankapur H.Q.,Mankapur,27.0539,82.2139,2021,8.19,555,0,281,14,6.9,0,0,190,28,29,28,2.9,0.24,36,,
W243901085250601,5388,Uttar Pradesh,Gonda,Nawabganj H.Q.,Nawabganj,26.8708,82.1361,2021,8.31,459,0,226,21,0,0,0,215,28,35,9.5,3.4,0,32,,
W244815085131501,5389,Uttar Pradesh,Gonda,Wazirganj H.Q.,Wazirganj,26.9478,82.1208,2021,8.15,380,0,232,7.1,0,0,0,195,36,25,4,2,0.56,29,,
W263233084112301,5390,Uttar Pradesh,Shrawasti,Jamunaha H.Q.,Jamunaha,27.8233,81.7714,2021,8.12,708,0,390,14,0,0,0,230,32,36,42,2.1,0.22,25,,
W272100082410001,5391,Uttar Pradesh,Siddharth Nagar,Itwa H.Q.,Itwa,27.3217,82.6931,2021,7.97,610,0,317,14,6.5,0,0,245,44,32,16,1.7,0.55,29,,
W272955082470001,5392,Uttar Pradesh,Siddharth Nagar,Badhni H.Q.,Badhni,27.4892,82.7769,2021,8.4,847,24,384,21,0,0,0,340,76,36,34,0,0.81,18,,
W244942083134201,5393,Uttar Pradesh,Siddharth Nagar,Naugarh H.Q.,Naugarh,27.2706,83.0844,2021,7.89,827,0,415,36,5.4,0,0,320,36,55,25,2.2,0.75,28,,
W272205083070501,5394,Uttar Pradesh,Siddharth Nagar,Birdpur H.Q.,Birdpur,27.3422,83.11,2021,8.01,996,0,525,14,37,0,0,330,48,50,94,1.1,0.93,25,,
W263451086122401,5395,Uttar Pradesh,Siddharth Nagar,Jogiya H.Q.,Jogiya,27.2528,83.0081,2021,7.82,946,0,500,21,0,0,0,380,48,62,23,2,0.77,29,,
W245154078284801,5396,Uttar Pradesh,Siddharth Nagar,Bansi H.Q.,Bansi,27.1717,82.9292,2021,7.8,900,0,378,64,14,0,0,340,52,50,32,2.9,0.53,32,,
W301855078002601,5397,Uttrakhand,Dehradun,Raipur,Kanwali,30.31528,78.00722,2021,7.39,903,Nil,342,28,92,14,nd,400,84,46,22,1.4,0,25,,
W200931085452501,5398,Uttrakhand,Dehradun,Raipur,Niranjanpur,30.3039806,78.01123611,2021,7.43,900,Nil,378,43,56,31,nd,410,92,43,26,0,0,25,,
W301923077593101,5399,Uttrakhand,Dehradun,Raipur,Harbanswala,30.32333,77.99222,2021,8.05,560,Nil,220,14,42,0,nd,240,64,19,8,1.2,0,16,,
W302235078055301,5400,Uttrakhand,Dehradun,Raipur,Tarla Nagal,30.3763889,78.09833333,2021,7.87,537,Nil,244,14,33,0,nd,250,44,34,6,0,0,13,,
W302000078050201,5401,Uttrakhand,Dehradun,Raipur,Nanurkhera,30.33333,78.08389,2021,7.84,503,Nil,244,14,25,0,nd,240,36,36,6,0,0,12,,
W302038078071301,5402,Uttrakhand,Dehradun,Raipur,Maldeota,30.34389,78.12028,2021,8.19,2000,Nil,159,206,580,0,nd,210,20,38,375,9.2,0.18,9,,
W301438078074701,5403,Uttrakhand,Dehradun,Raipur,Gularghagti,30.24389,78.13,2021,7.8,872,Nil,268,14,150,0,nd,400,88,43,5,1.2,0,16,,
W301525078090101,5404,Uttrakhand,Dehradun,Raipur,Bhopalpani (Badawali),32.3616667,78.35694444,2021,7.96,400,Nil,195,14,22,0,nd,180,48,14,14,1,0,36,,
W300618078173001,5405,Uttrakhand,Dehradun,Doiwala,Rishikesh,30.115,78.29194444,2021,7.85,470,Nil,171,7,55,0,nd,200,48,19,8,0,0,23,,
W300057078121701,5406,Uttrakhand,Dehradun,Doiwala,Khandgaon,30.01611,78.205,2021,7.8,502,Nil,220,14,44,0,nd,220,32,34,17,0,0,13,,
W301040078080301,5407,Uttrakhand,Dehradun,Doiwala,Bhaniawala,30.1777778,78.13444444,2021,8.1,471,Nil,183,14,36,0,nd,200,52,17,7,0,0,20,,
W301024078064801,5408,Uttrakhand,Dehradun,Doiwala,Chandmari,30.17361,78.11361,2021,7.8,689,Nil,220,21,110,0,nd,330,72,36,5,1.3,0,13,,
W131800075460002,5409,Uttrakhand,Dehradun,Sahaspur,Rampura,30.3697222,77.84416667,2021,7.48,430,Nil,146,35,11,30,nd,170,44,14,18,1.1,0,34,,
W302113077514801,5410,Uttrakhand,Dehradun,Sahaspur,Selakui,30.3536111,77.86333333,2021,7.28,260,Nil,110,7,29,0,nd,110,20,14,12,0,0,25,,
W302048077564802,5411,Uttrakhand,Dehradun,Sahaspur,Nanda Ki Chowki,30.3466667,77.94666667,2021,7.71,1516,Nil,244,362,60,0,nd,430,120,31,166,1.9,0,26,,
W302416077480201,5412,Uttrakhand,Dehradun,Sahaspur,Redapur,30.4058333,77.86333333,2021,7.41,280,Nil,61,14,62,0,nd,120,12,22,10,0,0,30,,
W203614085324201,5413,Uttrakhand,Dehradun,Sahaspur,Shankarpur,30.39028,77.82806,2021,7.16,180,Nil,73,7,14,0,nd,60,16,5,13,0,0,30,,
W302510077493401,5414,Uttrakhand,Dehradun,Sahaspur,Chhorba,30.4113889,77.8125,2021,7.62,226,Nil,61,14,53,0,nd,110,16,17,10,0,0,30,,
W301843077584501,5415,Uttrakhand,Dehradun,Sahaspur,telpura,30.312222,77.97944444,2021,7.58,940,Nil,366,28,95,26.5,nd,450,104,46,12,0,0,27,,
W212025083575101,5416,Uttrakhand,Dehradun,Sahaspur,Sahaspur,30.3866667,77.8125,2021,7.37,260,Nil,98,7,31,0,nd,100,16,14,13,0,0,23,,
W302437078040001,5417,Uttrakhand,Dehradun,Sahaspur,Purukulgaon,30.41028,78.06667,2021,7.84,470,Nil,134,14,143,0,nd,280,48,38,7,0,0,20,,
W302312077582301,5418,Uttrakhand,Dehradun,Sahaspur,Khandoli,30.3866667,77.97305556,2021,7.04,110,Nil,49,7,9,0,nd,50,4,10,6,0,0,23,,
W302208077480001,5419,Uttrakhand,Dehradun,Vikas Nagar,Sabhawala,30.36889,77.8,2021,8.9,351,24,24,28,46,24,nd,130,24,17,16,0,0,25,,
W301950077514401,5420,Uttrakhand,Dehradun,Vikas Nagar,Singhniwala,30.33056,77.86222,2021,7.65,725,Nil,317,21,68,9.56,nd,370,88,36,8,0,0,20,,
W161430073360001,5421,Uttrakhand,Dehradun,Vikas Nagar,Ramgarh,30.3313889,77.88194444,2021,7.43,700,Nil,293,28,50,14.15,nd,320,92,22,17,0,0,13,,
W302526077414401,5422,Uttrakhand,Dehradun,Vikas Nagar,Judli,30.4238889,77.69555556,2021,7.89,455,Nil,220,7,19,0,nd,190,52,14,13,0,0,14,,
W302625077372501,5423,Uttrakhand,Dehradun,Vikas Nagar,Badripur,30.4013889,77.75111111,2021,7.24,365,Nil,146,14,25,0,nd,150,36,14,10,0,0,20,,
W302945077473301,5424,Uttrakhand,Dehradun,Vikas Nagar,Dakpatthar,30.49611,77.7925,2021,7.66,389,Nil,195,21,30,0,nd,200,44,22,14,1.4,0,17,,
W305419076502301,5425,Uttrakhand,Dehradun,Vikas Nagar,Barotiwala,30.43417,77.79111,2021,7.32,177,Nil,85,7,13,0,nd,80,16,10,8.4,0,0,20,,
W302624077421001,5426,Uttrakhand,Dehradun,Vikas Nagar,Dhakrani,30.44,77.70278,2021,7.11,190,Nil,73,7,17,0,nd,90,16,12,3,0,0,23,,
W302218077431901,5427,Uttrakhand,Dehradun,Vikas Nagar,Timli,30.3719444,77.72222222,2021,7.1,248,Nil,134,7,6,0,nd,120,28,12,6.59,1.3,0,21,,
W302639077465601,5428,Uttrakhand,Dehradun,Vikas Nagar,Baluwala,30.4444444,77.7825,2021,7.34,165,Nil,73,7,8,0,nd,70,12,10,7,0,0,20,,
W302616077472401,5429,Uttrakhand,Dehradun,Vikas Nagar,Luxmipur,30.43778,77.79,2021,7.27,150,Nil,73,7,5,0,nd,60,8,10,8,0,0,23,,
W301252078030801,5430,Uttrakhand,Dehradun,Vikas Nagar,Dudhli,30.2147222,78.0525,2021,7.41,657,Nil,293,28,22,21.65,nd,310,56,41,12,1.2,0,19,,
W200637085522301,5431,Uttrakhand,Dehradun,Kalsi,Haripur,30.5161111,70.83555556,2021,7.5,395,Nil,159,28,12,6.5,nd,170,40,17,10,2,0,15,,
W292159079055301,5432,Uttrakhand,Nainital,Ramnagar,Chilkiya,29.3663889,79.09805556,2021,7.91,600,nil,354,21,21,5,nd,320,96,19,8.3,1.6,0,20,,
W114909093023001,5433,Uttrakhand,Nainital,Ramnagar,Ramnagar,29.3947222,79.12722222,2021,7.85,600,nil,378,14,5,0,nd,310,64,36,16,3.1,0,21,,
W291943079302001,5434,Uttrakhand,Nainital,Bhimtal,Dogaon,29.3286111,79.50555556,2021,7.62,450,nil,281,7,5.4,0,nd,230,48,27,10,1.4,0,17,,
W292030079291201,5435,Uttrakhand,Nainital,Bhimtal,Jyolikot,29.3416667,79.48694444,2021,7.89,350,nil,171,21,19,11,nd,170,40,17,8.9,2.6,0,15,,
W291830079331201,5436,Uttrakhand,Nainital,Bhimtal,Salari,29.3083333,79.55333333,2021,8.07,730,nil,354,21,77,25,nd,390,106,30,9.5,1.1,0,25,,
W293415079284701,5437,Uttrakhand,Almora,Tarikhet,Patali Talla,29.5708333,79.47972222,2021,7.71,450,nil,207,21,10,12.77,nil,190,68,5,15,4.1,0.31,27,,
W293547079270401,5438,Uttrakhand,Almora,Tarikhet,Patali Malla,29.5294444,79.48361111,2021,7.67,365,nil,171,14,8,8.56,nil,150,44,10,11,3.8,0.13,19,,
W293538079275501,5439,Uttrakhand,Almora,Tarikhet,Baniya Diggi,29.5938889,79.46527778,2021,7.55,233,nil,110,14,7,6,nil,100,20,12,11,3.1,0,20,,
W293810079365101,5440,Uttrakhand,Almora,Hawalbagh,Katarmal,29.6391667,79.61472222,2021,7.89,249,nil,73,28,9,17,nil,100,24,10,10,6,0,21,,
W294242079373801,5441,Uttrakhand,Almora,Hawalbagh,Bhagtola,29.7116667,79.6275,2021,7.61,196,nil,98,7,5,0,nil,90,16,12,5,0,0,19,,
W294649079362501,5442,Uttrakhand,Almora,Takula,Mehragaon (Someshwar),29.7802778,79.60722222,2021,7.59,198,nil,98,7,10,0,nil,80,16,10,5,15,nil,23,,
W294958079360901,5443,Uttrakhand,Almora,Takula,Chhani Bartola,29.8327778,79.6025,2021,7.19,120,nil,61,7,5,0,nil,70,12,10,2.17,1.2,0.22,28,,
W295424079211601,5444,Uttrakhand,Almora,Chakutiya,Peepal Dhar,29.9069444,79.35472222,2021,7.57,470,nil,268,7,6.4,0,nil,230,36,34,5,0,0.32,7,,
W295430079211501,5445,Uttrakhand,Almora,Chakutiya,Dhansari,29.9086111,79.35444444,2021,7.79,397,nil,220,7,8,0,nil,200,40,24,5,1,0.16,18,,
W295555079205401,5446,Uttrakhand,Almora,Chakutiya,Dhalnagaon,29.9322222,79.34861111,2021,7.87,482,nil,220,28,15,0,nil,180,36,22,23,9,1.4,25,,
W295034079174901,5447,Uttrakhand,Almora,Chakutiya,Deepakot,29.8427778,79.29722222,2021,7.35,222,nil,85,21,8,0,nil,80,20,7,15,1.9,0.32,18,,
W295314078080602,5448,Uttrakhand,Haridwar,Bahadrabad,Dhanpura,29.845,78.11444444,2021,7.37,878,0,366,64,49,57,nil,320,76,31,52,37,NIL,23,,
W295101078185101,5449,Uttrakhand,Haridwar,Bahadrabad,Laldhang,29.8502778,78.31444444,2021,7.51,564,0,256,28,52,0,nil,250,76,14,24,2.6,NIL,13,,
W260452077020301,5450,Uttrakhand,Haridwar,Bahadrabad,Shyampur,29.8658333,78.18083333,2021,7.42,518,0,244,21,34,11,nil,250,84,10,8,2.4,NIL,21,,
W295739077572801,5451,Uttrakhand,Haridwar,Bahadrabad,Jaswawala,29.9611111,77.95777778,2021,7.43,654,0,293,50,39,0,nil,310,88,22,16,1.4,NIL,13,,
W294536078062001,5452,Uttrakhand,Haridwar,Bahadrabad,Dalupuri,29.76,78.10583333,2021,7.57,503,0,268,14,31,6.1,nil,250,76,14,9.7,1.3,NIL,17,,
W295819077565801,5453,Uttrakhand,Haridwar,Bahadrabad,Kota Muradnagar,29.9722222,77.94972222,2021,7.51,1086,0,525,64,47,0,nil,430,84,53,69,1.5,NIL,17,,
W294628078254101,5454,Uttrakhand,Haridwar,Bahadrabad,Jassodharpur,29.9772222,78.44611111,2021,7.62,636,0,244,14,35,12,nil,260,64,24,1.5,2.7,NIL,19,,
W300311077561801,5455,Uttrakhand,Haridwar,Bhagwanpur,Bandarjud,29.0530556,77.93861111,2021,7.52,591,0,354,14,5,5,nil,290,60,34,13,1.5,NIL,24,,
W240223082121401,5456,Uttrakhand,Haridwar,Bhagwanpur,Sarai,29.9077778,78.09805556,2021,7.49,687,0,244,43,46,78,nil,340,96,24,17,1.5,NIL,26,,
W300511077525301,5457,Uttrakhand,Haridwar,Bhagwanpur,Budhwa Shahid,30.0869444,77.88111111,2021,7.61,494,0,281,7,5.5,24,nil,250,68,19,6.6,1.2,NIL,22,,
W273100081555501,5458,Uttrakhand,Haridwar,Bhagwanpur,Bhagwanpur,29.9416667,77.8125,2021,8.04,580,0,342,21,5,0,nil,190,40,22,57,1.3,0.26,21,,
W294633077594801,5459,Uttrakhand,Haridwar,Laksar,Hussainpur,29.7758333,77.99694444,2021,7.71,602,0,342,21,16,0,nil,240,44,31,37,6.1,NIL,24,,
W294500078083001,5460,Uttrakhand,Haridwar,Laksar,Bhikkampur,29.75,78.14167,2021,7.45,873,0,378,78,5.7,72,nil,290,68,29,55,50,NIL,20,,
W294344077474901,5461,Uttrakhand,Haridwar,Narsan,Lakhnauta,29.7288889,77.79722222,2021,7.46,642,0,305,21,34,38,nil,310,64,36,13,3.5,NIL,30,,
W294247077543901,5462,Uttrakhand,Haridwar,Narsan,Gurukul Narsen,29.7133333,77.91111111,2021,7.84,336,0,159,14,23,5,nil,170,40,17,5.3,2.5,NIL,21,,
W291215076460001,5463,Uttrakhand,Haridwar,Narsan,Mundlana,29.7441667,77.91388889,2021,7.81,417,0,220,21,15,0,nil,200,48,19,10,3.6,0.22,22,,
W232212073403801,5464,Uttrakhand,Haridwar,Khanpur,Khanpur,29.5966667,78.00972222,2021,7.76,353,0,171,21,5,0,nil,50,16,2.4,53,4.2,NIL,21,,
W293400078013001,5465,Uttrakhand,Haridwar,Khanpur,Dallawala,,,2021,7.98,492,0,281,14,16,0,nil,60,12,7.2,93,5.3,NIL,22,,
W303230077123001,5466,Uttrakhand,Pauri Garhwal,,Trilokpur,29.7786111,78.44333333,2021,7.54,427,0,244,14,0,0,nil,180,48,14,19,1.5,NIL,15,,
W303426078194201,5467,Uttrakhand,Uttarkashi,Chinyalisaur,Chinyalisaur,30.5738889,78.32861111,2021,7.61,506,0,268,21,16,0,nil,200,60,12,33,2.2,NIL,19,,
W304103078205701,5468,Uttrakhand,Uttarkashi,Dhunda,Devidhar,30.6844444,78.34944444,2021,7.51,270,0,146,14,5,0,nil,110,20,14,16,0,NIL,10,,
W230450082380701,5469,Uttrakhand,Uttarkashi,Bhatwari,Ganeshpur,30.7527778,78.47333333,2021,7.46,148,0,61,7,5.2,0,nil,60,12,7.2,2,2.8,NIL,14,,
W285509079575801,5470,Uttrakhand,Udham Singh Nagar,Khatima,Khatima,28.9191667,79.96611111,2021,8.23,1104,0,415,71,27.9,45.003,nd,360,100,26,71.2,120.6,0.5,27,,
W285817080012701,5471,Uttrakhand,Udham Singh Nagar,Khatima,Chakarpur,28.9713889,80.02416667,2021,8.22,638,0,329,28,5.6,0,nd,280,76,22,4.1,6.9,0.18,22,,
W285651079484701,5472,Uttrakhand,Udham Singh Nagar,Sitarganj,Nanak mata,28.9475,79.81305556,2021,8.03,908,0,403,21,49.6,24.884,nd,360,72,43,21.1,35.7,0.68,25,,
W200307085040801,5473,Uttrakhand,Udham Singh Nagar,Sitarganj,Kalyanpur,28.9886111,79.69527778,2021,8.14,480,0,250,7,9.2,0,nd,215,56,18,0,1.5,0,24,,
W290057079472601,5474,Uttrakhand,Udham Singh Nagar,Sitarganj,Tukri,29.0161111,79.79083333,2021,8.2,506,0,262,14,10.1,0,nd,215,52,20,7.7,13,0.26,25,,
W285232079393401,5475,Uttrakhand,Udham Singh Nagar,Sitarganj,Begur Mod,28.8755556,79.65972222,2021,8.09,592,0,293,14,17.5,0,nd,215,60,16,24.9,42.2,0.42,25,,
W285938079462601,5476,Uttrakhand,Udham Singh Nagar,Sitarganj,Dhyanpur,28.9938889,79.77388889,2021,7.62,457,0,262,7,8.7,0,nd,190,48,17,10.3,17.5,0.31,25,,
W240225079091501,5477,Uttrakhand,Udham Singh Nagar,Rudrapur,Bara,28.8694444,79.60416667,2021,7.93,582,0,323,7,20.9,0,nd,220,52,22,22.4,38,0.48,26,,
W285434079312001,5478,Uttrakhand,Udham Singh Nagar,Rudrapur,Kichha,28.9094444,79.52222222,2021,7.91,1135,0,476,50,44.4,110.06,0.932,360,72,43,45.3,76.7,0.43,35,,
W194636084364801,5479,Uttrakhand,Udham Singh Nagar,Rudrapur,Gangapur,28.9836111,79.45277778,2021,7.64,513,0,287,14,20.5,6.629,nd,240,56,24,8.6,14.6,0,32,,
W285955079311801,5480,Uttrakhand,Udham Singh Nagar,Rudrapur,Shantipuri,28.9986111,79.52166667,2021,7.78,477,0,244,14,22.9,5.092,nd,210,52,19,6.4,10.8,0.24,32,,
W262542083364201,5481,Uttrakhand,Udham Singh Nagar,Rudrapur,Rudrapur,28.9969444,79.40222222,2021,7.96,492,0,262,21,22.9,0,nd,220,48,24,11.8,19.9,0.39,30,,
W201700086180001,5482,Uttrakhand,Udham Singh Nagar,Rudrapur,Kanakpur,28.9663889,79.47722222,2021,7.57,693,0,342,25,64.5,0,nd,330,44,53,16.5,27.9,0.29,23,,
W252732085383301,5483,Uttrakhand,Udham Singh Nagar,Rudrapur,Rajpura,28.9486111,79.52111111,2021,7.94,470,0,232,18,26.6,0,nd,200,44,22,8.8,14.9,0.52,28,,
W273100081555501,5484,Uttrakhand,Udham Singh Nagar,Gadarpur,Bhagwanpur,28.9886111,79.34638889,2021,7.99,535,0,287,14,15.5,0,nd,230,44,29,9.1,15.3,0.17,29,,
W290547079183601,5485,Uttrakhand,Udham Singh Nagar,Gadarpur,Lalpuri,29.0963889,79.31,2021,7.65,643,0,342,14,40.3,0,nd,300,48,43,8.1,13.7,0.19,29,,
W291003079093001,5486,Uttrakhand,Udham Singh Nagar,Bazpur,Bazpur,29.1675,79.15833333,2021,7.52,1040,0,476,50,107.9,0,nd,440,44,79,38.2,64.8,0.16,32,,
W291242079135301,5487,Uttrakhand,Udham Singh Nagar,Bazpur,Jharkhandi,29.2116667,79.23138889,2021,7.5,927,0,439,21,39.7,8.79,nd,410,52,67,8.1,13.7,0.13,24,,
W291548079095301,5488,Uttrakhand,Udham Singh Nagar,Bazpur,Banna Khera,29.2633333,79.16472222,2021,7.57,814,0,439,21,49.3,0,nd,390,64,55,8.4,14.3,0.18,24,,
W291153078070001,5489,Uttrakhand,Udham Singh Nagar,Bazpur,Pritpur,29.1983333,78.11666667,2021,7.68,816,0,476,14,33.6,0,nd,410,68,58,12.2,20.6,0.16,26,,
W290829079112101,5490,Uttrakhand,Udham Singh Nagar,Bazpur,Badaripur,29.1413889,78.18944444,2021,7.76,779,0,439,21,39.8,0,nd,380,60,55,10.7,18.1,0.11,27,,
W290910078575001,5491,Uttrakhand,Udham Singh Nagar,Kashipur,Barkhare Pande,29.1527778,78.96388889,2021,7.9,1495,0,488,114,116.2,105.47,0.731,530,96,70,82.2,139.3,0.13,26,,
W192115083071101,5492,Uttrakhand,Udham Singh Nagar,Kashipur,Kashipur,29.2125,78.96333333,2021,7.97,637,0,256,57,29.3,0,nd,230,36,34,38.1,64.6,0.28,28,,
W291530078553001,5493,Uttrakhand,Udham Singh Nagar,Kashipur,Bharatpur,29.2583333,78.925,2021,8.07,606,0,354,7,5.6,0,nd,180,36,22,50,84.7,0.78,22,,
W291643078500301,5494,Uttrakhand,Udham Singh Nagar,Jaspur,Jaspur,29.2786111,78.83416667,2021,7.8,508,0,281,28,5.7,0,nd,240,64,19,16.8,28.5,0.63,24,,
W291954078524201,5495,Uttrakhand,Udham Singh Nagar,Jaspur,Patrampur,29.3316667,78.87833333,2021,8.05,632,0,390,14,0,0,nd,270,48,36,29.7,50.4,0.6,25,,
W291930078463001,5496,Uttrakhand,Udham Singh Nagar,Jaspur,angadpur,29.3266667,78.77055556,2021,7.67,484,0,232,21,6.3,0,nd,200,56,14,10.5,17.8,0.14,31,,
W131351092571902,5497,Uttrakhand,Udham Singh Nagar,Jaspur,Durgapur,29.2975,78.95666667,2021,7.89,600,0,342,21,8.8,0,nd,270,44,38,19.7,33.4,0.32,20,,
W291341078555101,5498,Uttrakhand,Udham Singh Nagar,Jaspur,Missarwala,29.2280556,78.93111111,2021,7.75,548,0,305,21,6.9,12.702,nd,250,64,22,18,30.4,0.19,28,,
W290226080053901,5499,Uttrakhand,Champawat,,Bichai,29.0408333,80.09416667,2021,7.95,479,0,275,21,8.2,0,nd,240,40,34,5.1,8.6,0.15,23,,
W232513087044201,5500,West Bengal,Bankura,Bankura I,Benajira,23.17667,87.06778,2021,7.04,1368,0,256,266,91,94,,505,132,43,77,31.6,1.2,,890,6.42
W231245087023001,5501,West Bengal,Bankura,Bankura II,Bankura,23.22889,87.06528,2021,7.03,629,0,207,60,28,34,,235,44,30,48,5.1,1.1,,377,1.92
W231517087052701,5502,West Bengal,Bankura,Bankura II,Bikna,23.255,87.09111,2021,7.76,578,0,153,117,15,7,,260,54,30,26,4.6,0.11,,347,0.35
W231924087302304,5503,West Bengal,Bankura,Bankura II,Kadahghati,23.32361,87.50639,2021,8.06,439,0,171,28,30,6,,170,42,16,28,4.2,0.14,,259,0.88
W232537087160002,5504,West Bengal,Bankura,Barjora,Barjora,23.42556,87.28361,2021,6.91,340,0,134,46,22,6,,140,32,15,30,3.1,1,,236,0.39
W232700087180501,5505,West Bengal,Bankura,Barjora,Chunpara,23.45278,87.29389,2021,7.44,1581,0,543,152,158,51,,370,58,55,180,22.1,1.3,,1009,13.19
W230145087244001,5506,West Bengal,Bankura,Bishnupur,Belsula,23.02722,87.40139,2021,7.21,1068,0,281,149,78,28,,250,62,23,60,112.6,1.3,,685,0.29
W224200084231101,5507,West Bengal,Bankura,Bishnupur,Bishnupur,23.06556,87.31528,2021,7.37,319,0,61,78,11,24,,110,18,16,31,3.4,0.05,,219,0.1
W230311087205001,5508,West Bengal,Bankura,Bishnupur,Siromonipur,23.05306,87.34722,2021,7.59,619,0,49,99,106,61,,170,34,21,41,48.2,0.09,,440,0.18
W231838087062901,5509,West Bengal,Bankura,Borjora,Bandhakona,23.31056,87.10833,2021,7.65,386,0,61,82,24,6,,125,22,17,36,3.9,0.07,,227,0.2
W232411087160901,5510,West Bengal,Bankura,Borjora,Dejuri,23.40333,87.26917,2021,7.72,472,0,55,110,17,11,,160,26,23,25,2.5,0.07,,247,0.18
W231838086574801,5511,West Bengal,Bankura,Chhatna,Babupara,23.31083,86.96361,2021,8.05,523,0,226,74,33,4,,255,42,36,26,3.1,0.12,,357,0.34
W241215091503001,5512,West Bengal,Bankura,Chhatna,Kamalpur,23.30194,86.85333,2021,7.31,1902,0,293,355,212,4,,675,94,107,101,3.6,1.3,,1057,2.26
W232735086530402,5513,West Bengal,Bankura,Chhatna,Susunia,23.4,86.97361,2021,7.44,499,0,287,18,1,7,,235,62,19,23,4.6,1.4,,312,0.52
W232514087063701,5514,West Bengal,Bankura,Gangajalghati,GangajalGhati,23.42917,87.11111,2021,6.88,477,0,79,74,55,44,,180,52,12,37,1.4,0.66,,324,5.26
W225833087272701,5515,West Bengal,Bankura,Joypur,Prasadpur,23.07361,87.44389,2021,7.28,581,0,244,53,26,14,,235,80,9,21,8.9,1.5,,363,0.85
W230354086532601,5516,West Bengal,Bankura,Khatra I,Baharamuri,23.065,86.89056,2021,8.01,816,0,281,106,62,23,,300,74,28,55,27.3,0.08,,547,1.45
W231212087034901,5517,West Bengal,Bankura,Onda,Jagadalla,23.20333,87.06361,2021,7.88,1284,0,293,216,74,44,,340,66,43,101,85.4,0.19,,808,1.24
W225155086470201,5518,West Bengal,Bankura,Ranibandh,Akhuta More,22.86528,86.78389,2021,8.13,585,0,305,35,21,5,,205,36,28,60,2.1,0.13,,374,1.22
W224900086381901,5519,West Bengal,Bankura,Ranibandh,Jhilimili,22.81667,86.63861,2021,6.95,653,0,195,117,11,12,,315,50,46,18,2.1,0.94,,376,3.36
W225114086403401,5520,West Bengal,Bankura,Ranibandh,Khejuria,22.85389,86.67611,2021,8.02,1098,0,372,121,112,53,,505,90,68,29,3.7,0.11,,704,2.92
W225054086442401,5521,West Bengal,Bankura,Ranibandh,Ledhapakor,22.84833,86.74,2021,7.96,317,0,110,28,28,6,,135,22,19,16,3.4,0.09,,190,0.27
W225711086503801,5522,West Bengal,Bankura,Ranibandh,Majherigora,22.95306,86.84389,2021,7.88,943,0,195,199,75,5,,340,56,49,86,5.7,0.09,,594,0.87
W211219082231101,5523,West Bengal,Bankura,Saltora,Lakhanpur,23.4425,87.00833,2021,7.31,1953,0,348,277,173,157,,685,134,85,98,1.5,0.97,,1138,13.69
W233115086570001,5524,West Bengal,Bankura,Saltora,Saltora,23.52389,86.93556,2021,6.88,770,0,140,96,106,71,,315,50,46,36,1,0.94,,492,0.75
W260452077020301,5525,West Bengal,Bankura,Saltora,Shyampur,23.57583,87.10389,2021,7.9,1242,0,336,184,80,21,,400,82,47,75,3,0.14,,697,2.39
